CODI_ENS;TIPUS_ENS;NOM;CARREC;AREA;PARTIT_POLITIC;MUNICIPI_REPRESENTA;ORDRE;DATA_NOMENAMENT
813040003;Municipis;RAQUEL SALA PRAT;Alcalde/ssa;Economia i Finances, Promoció Econòmica, Governació, Comerç, Turisme, Indústria;M-AM;;1;15/6/2019
813040003;Municipis;ROMÀ GIRÓ SOBREVIAS;Tinent/a d'Alcalde;Urbanisme i Obres Públiques, Política Territorial, Mantenment, Serveis, Comunicació;M-AM;;2;15/6/2019
813040003;Municipis;MARIA TERESA SEUBA CODINA;Regidor/a;Agricultura, Ramaderia i Pesca, Caça, Medi Ambient;M-AM;;3;15/6/2019
813040003;Municipis;MARTÍ PUIG VALL;Regidor/a;Cultura, Joventut, Esports;M-AM;;4;15/6/2019
813040003;Municipis;JOSEP PUJANTELL PRAT;Regidor/a;Ensenyament, Serveis Socials, Sanitat;M-AM;;5;15/6/2019
813110007;Municipis;JAUME ROMEU CRUELLS;Alcalde/ssa;;JxCat-JUNTS;;1;25/2/2020
813110007;Municipis;ALBERT SOLER I FREIXER;Tinent/a d'Alcalde;Urbanisme, Obres i Serveis, Comerç, Educació i Esports;ERC-AM;;2;15/6/2019
813110007;Municipis;MONTSERRAT ARMENGOL PORTELL;Tinent/a d'Alcalde;Cultura, Festes, Joventut, Igualtat, Habitatge i Benestar Social;ERC-AM;;3;15/6/2019
813110007;Municipis;SÓNIA MUÑOZ CULUBRET;Regidor/a;Hisenda, Sanitat, Medi Ambient, Indústria, Turisme i Personal;ERC-AM;;4;15/6/2019
813110007;Municipis;FEDERICO TRAPÉ FARRES;Regidor/a;;JxCat-JUNTS;;5;15/6/2019
813110007;Municipis;NURI SOLER SUCARRAT;Regidor/a;;SM - AMUNT;;6;15/6/2019
813110007;Municipis;CARLES COLOMO ESPONA;Regidor/a;;SM - AMUNT;;7;15/6/2019
813260009;Municipis;MARIA DEL MAR MONELL DAVINS;Alcalde/ssa;Governació, Hisenda i Turisme;FP-AM;;1;15/6/2019
813260009;Municipis;MONTSERRAT DAVINS PUJOLS;Tinent/a d'Alcalde;Ensenyament i Comunicació;FP-AM;;2;15/6/2019
813260009;Municipis;XAVIER CANO FERNÁNDEZ;Tinent/a d'Alcalde;Urbanisme, Obres i Serveis i Esports;FP-AM;;3;15/6/2019
813260009;Municipis;RAMON RIBA GIL;Regidor/a;Xarxa d'Aigües, Cultura, Festes, Agricultura, Medi Ambient i Sostenibilitat;FP-AM;;4;15/6/2019
813260009;Municipis;JOSE MARIA ALGUÉ PALA ;Regidor/a;Serveis Forestals;JxCAT-JUNTS;;5;15/6/2019
813260009;Municipis;ANNA NOGUERA BRUNA ;Regidor/a;Sanitat i Serveis Socials;JxCAT-JUNTS;;6;15/6/2019
813260009;Municipis;MARC ARGERICH SANTASUSAGNA ;Regidor/a;Joventut;JxCAT-JUNTS;;7;15/6/2019
813320002;Municipis;ANGEL FARRE CARULLA;Alcalde/ssa;Alcaldia;TFM-JUNTS;;1;15/6/2019
813320002;Municipis;JOAN VILAJOANA TARDA;Tinent/a d'Alcalde;Governació, Serveis i Bàscula;TFM-JUNTS;;2;15/6/2019
2512070005;Municipis;DAVID MELE GARCÉS;Regidor/a;;JxCAT-JUNTS;;19;
813320002;Municipis;MARIA DEL CARME MARSA PINOS;Regidor/a;Cultura, Serveis Socials, Hisenda, Administració, Festes;TFM-JUNTS;;3;15/6/2019
813320002;Municipis;JOSEP TOSQUELLA QUERALT;Regidor/a;Urbanisme, Nuclis, Turisme, Promoció del Municipi;TFM-JUNTS;;4;15/6/2019
813320002;Municipis;ALBERT URGELL FARRAS;Regidor/a;Agricultura, Ramaderia, Medi Ambient;TFM-JUNTS;;5;15/6/2019
813470005;Municipis;Ramon García González;Alcalde/ssa;Seguratat Ciutadana, Urbanisme, Hisenda, Personal, Patrimoni;TRF;;1;15/6/2019
813470005;Municipis;JOSE LUIS HERNANDEZ ARTESEROS ;Tinent/a d'Alcalde;Participació, Transparènci, Desenvolupament Local, Associacionise, Cultura, Joventut;TRF;;2;15/6/2019
813470005;Municipis;EMMA MUIXI ROVIRA ;Tinent/a d'Alcalde;Serveis Socials, Educació, Gent Gran, Equipaments, Voluntariat i Igualtat;TRF;;3;15/6/2019
813470005;Municipis;JORDI ENTRENA XICOTA ;Tinent/a d'Alcalde;Esports, Via Pública, Entorn Rural;TRF;;4;15/6/2019
813470005;Municipis;JORDI COLL I LLOBET;Regidor/a;;ERC-AM;;5;15/6/2019
813470005;Municipis;ELISA PÉREZ I CABALLERO;Regidor/a;;ERC-AM;;6;15/6/2019
813470005;Municipis;MONTSERRAT CODINAS GARCIA;Regidor/a;;ERC-AM;;7;15/6/2019
813470005;Municipis;BERTA CASTAÑO TORDERA;Regidor/a;;CUP-AMUNT;;8;15/6/2019
813470005;Municipis;JORDI ENÉRIZ PAREDES;Regidor/a;;CUP-AMUNT;;9;15/6/2019
813500000;Municipis;PERE RODRÍGUEZ RODRÍGUEZ;Alcalde/ssa;Participació Ciutadana, Bon Govern i Transparència, Habitatge, Turisme, Mobilitat i Transport;PSC-CP;;1;15/6/2019
813500000;Municipis;LLUÍS ESTEBAN GARCIA;Tinent/a d'Alcalde;Hisenda, RRHH, Seguretat Ciutadana,;PSC-CP;;2;15/6/2019
813500000;Municipis;ARIADNA OJEDA LAFUENTE;Tinent/a d'Alcalde;Gent Gran, Cultura, Infància i Joventut;PSC-CP;;3;15/6/2019
813500000;Municipis;ALFONSO JIMÉNEZ MARTÍN;Tinent/a d'Alcalde;Protecció Civil, Esports;PSC-CP;;4;15/6/2019
813500000;Municipis;MARIA MAR HERNÁNDEZ SÁNCHEZ;Tinent/a d'Alcalde;Turisme, Mobilitat i Transport, Ocupació;PSC-CP;;5;15/6/2019
813500000;Municipis;MARTA IBÁÑEZ ABRIL;Regidor/a;Qualitat Ambiental, Sostenibilitat i Espais Naturals, Benestar i Serveis Socials;PSC-CP;;6;15/6/2019
813500000;Municipis;JORDI MANILS TAVÍO;Regidor/a;;CANVIEM -ECG;;7;15/6/2019
813500000;Municipis;MARCEL COMAS SUBIRÀ;Regidor/a;;CANVIEM -ECG;;8;15/6/2019
813500000;Municipis;MARI CRUZ RAMAL MATA;Regidor/a;;CANVIEM -ECG;;9;15/6/2019
813500000;Municipis;ALBA SERRANO PÉREZ;Regidor/a;;CANVIEM -ECG;;10;15/6/2019
813500000;Municipis;JOSE BENACH DUCTUYAT;Regidor/a;;FEM;;11;15/6/2019
813500000;Municipis;SILVIA GUERRERO ESCRIBANO;Regidor/a;;FEM;;12;15/6/2019
813500000;Municipis;ALBERT MONSERRAT I SOLDEVILA ;Regidor/a;;ERC-AM;;13;15/6/2019
813630008;Municipis;JOSÉ ANTONIO MONTERO DOMINGUEZ;Alcalde/ssa;Alcaldia;MEC-ECG;;1;15/6/2019
813630008;Municipis;JORDI DELGADO MENGUAL;Tinent/a d'Alcalde;Acció Social, Habitatge,;MEC-ECG;;2;15/6/2019
813630008;Municipis;MARÍA DEL MAR GARCÍA MARTOS;Tinent/a d'Alcalde;Territori, Salut Pública i Participació Ciutadana;MEC-ECG;;3;15/6/2019
813630008;Municipis;JUAN JOSÉ FERNANDEZ MARTÍN;Tinent/a d'Alcalde;Seguretat Ciutadana i Convivència, Via Pública, Obres Públiques;MEC-ECG;;4;15/6/2019
813630008;Municipis;SERGIO CARRILLO QUINTANILLA;Tinent/a d'Alcalde;Ciutadania, Joventut i Infància, Comunicació;MEC-ECG;;5;15/6/2019
813630008;Municipis;NATALIA SEGURA GIMÉNEZ;Tinent/a d'Alcalde;Gestió Econòmica;MEC-ECG;;6;15/6/2019
813630008;Municipis;ANA MARÍA MADRONA REY;Regidor/a;Mobilitat, Bon Govern, Planificació i Transparència;MEC-ECG;;7;15/6/2019
813630008;Municipis;MERCEDES JIMÉNEZ CEREZUELA ;Regidor/a;;MEC-ECG;;8;15/6/2019
813630008;Municipis;EVA MARIA DIAZ MEDINA;Regidor/a;;PSC-CP;;9;15/6/2019
813630008;Municipis;JUAN JOSÉ SIERRA HARILLO;Regidor/a;;PSC-CP;;10;15/6/2019
813630008;Municipis;RUT CARLOS MARISCAL;Regidor/a;;PSC-CP;;11;15/6/2019
813630008;Municipis;SERGIO PINZA ALVAREZ;Regidor/a;;PSC-CP;;12;15/6/2019
813630008;Municipis;JOFFRE GINER I PITA;Regidor/a;;M X M - AM;;13;15/6/2019
813630008;Municipis;IRENE EGEA LLAMAS;Regidor/a;;M X M - AM;;14;15/6/2019
813630008;Municipis;ANGELES MARIA MENCHEN GALLARDO;Regidor/a;;Cs;;15;15/6/2019
813630008;Municipis;MIGUEL ANGEL ALVARADO MARTOS;Regidor/a;;PP;;16;15/6/2019
813630008;Municipis;JAUME CASANOVAS JORDÀ ;Regidor/a;;PRIMÀRIES;;17;15/6/2019
813790004;Municipis;NÚRIA MASNOU PUJOL;Alcalde/ssa;Règim Interior, Seguretat Ciutadana, Urbanisme, Infr, Acció Social i Ensenyament;ERC-AM;;1;15/6/2019
813790004;Municipis;FRANCESC ROJAS I ALBIACH;Tinent/a d'Alcalde;Des. Econòmic, Serveis Mun.;ERC-AM;;2;15/6/2019
813790004;Municipis;LLUÍS FREIXAS I CLAVELL;Tinent/a d'Alcalde;Hisenda, Comunicació i Adm. Electrònica;ERC-AM;;3;15/6/2019
813790004;Municipis;XAVIER MATAS I RIPOLL;Regidor/a;Cultura, Esports i Joventut;ERC-AM;;4;15/6/2019
813790004;Municipis;ALFONS PLANAS JUBANY;Regidor/a;;AMD-CP;;5;15/6/2019
813790004;Municipis;ANGEL SERRA MOSULL ;Regidor/a;;AMD-CP;;6;15/6/2019
813790004;Municipis;REMEI PICART I GARDELLA;Regidor/a;;JXCAT-JUNTS;;7;15/6/2019
813850006;Municipis;DIONÍS GUITERAS RUBIO;Alcalde/ssa;Urbanisme;ARAMOIÀ-AM;;1;15/6/2019
813850006;Municipis;MONTSERRAT FERRER I CRUSELLAS;Tinent/a d'Alcalde;Coordinació General, Comunicació, Tranparència i Participació Ciutadana, Medi Ambient, Salut Pública;ARAMOIÀ-AM;;2;15/6/2019
813850006;Municipis;SEBASTIÀ FERRER I SERRA;Tinent/a d'Alcalde;Seguretat, Via Pública, Mobilitat;ARAMOIÀ-AM;;3;15/6/2019
813850006;Municipis;LAIA BONELLS I OLIVER;Tinent/a d'Alcalde;Polítiques d'Igualtat i Diversitat de Gènere, Joventut, Educació, Civisme, Entitats del 3r Sector;ARAMOIÀ-AM;;4;15/6/2019
813850006;Municipis;GABRIEL ROSELLÓ I SAURÍ;Regidor/a;Esports, Cultura, Teixit Associatiu;ARAMOIÀ-AM;;5;15/6/2019
813850006;Municipis;GEMMA BISBAL I OTERO;Regidor/a;Recursos Humans, Promoció Econòmica, Hisenda;ARAMOIÀ-AM;;6;15/6/2019
813850006;Municipis;DOLÇ NOM DE MARIA TARTER ARMADANS;Regidor/a;;JxCAT - JUNTS;;7;15/6/2019
813850006;Municipis;MONTSERRAT GIRBAU PASSARELL;Regidor/a;;JxCAT - JUNTS;;8;15/6/2019
813850006;Municipis;JORDI MARSINYAC HOMS;Regidor/a;;JxCAT - JUNTS;;9;15/6/2019
813850006;Municipis;JOFRE TORRAS SOLER;Regidor/a;;JxCAT - JUNTS;;10;15/6/2019
813850006;Municipis;BASHARAT CHANGUE CANALEJO;Regidor/a;;CM-CUP-AMUNT;;11;15/6/2019
813850006;Municipis;DÍDAC RIMOLDI CAMÍ;Regidor/a;;CM-CUP-AMUNT;;12;15/6/2019
813850006;Municipis;SUSANA TAPIA SAN PEDRO;Regidor/a;;PSC-CP;;13;15/6/2019
813980001;Municipis;MONTSERRAT PLAYÀ CAMPS;Alcalde/ssa;Urbanisme i Patrimoni, Turisme, Ensenyament, Sanitat, Serveis Socials;JxCAT - JUNTS;;1;15/6/2019
813980001;Municipis;SALVADOR CABANA GUIX ;Tinent/a d'Alcalde;Turisme, Promoció Econòmica, Cultura, Festes i Esports, Ensenyament, Noves Tecnologies;JxCAT - JUNTS;;2;15/6/2019
813980001;Municipis;ÀNGEL M. MUNTADA BLANCAFORT ;Tinent/a d'Alcalde;Medi Ambient i Pagesia, Cultura, Festes i Esports, Obres i Serveis, Protecció Civil;JxCAT - JUNTS;;3;15/6/2019
813980001;Municipis;JOSEP CANALS I PALAU;Regidor/a;;ERC-AM;;4;15/6/2019
813980001;Municipis;GLÒRIA AMIGÓ ASO;Regidor/a;;MAV-AMUNT;;5;15/6/2019
2512070005;Municipis;MARISA XANDRI PUJOL;Regidor/a;;PP;;23;
2512070005;Municipis;SERGIO GONZALEZ ARROYO;Regidor/a;;No adscrit;;27;
4301360009;Municipis;EVA MARIA DEL AMO I GALARZO;Regidor/a;;JUNTS;;9;15/6/2019
4390440003;Municipis;ESTEFANIA BLANCH LLOSA;Regidor/a;;AeP - ERC - AM;;7;12/11/2020
4390440003;Municipis;JOAQUIM CUGAT PAULINO;Regidor/a;;AeP - ERC - AM;;10;2/10/2019
4312120002;Municipis;JESÚS BENAIGES I BORRÀS;Regidor/a;Hisenda-Economia-Promoció Econòmica-Turisme;JUNTS;;5;15/6/2019
4301360009;Municipis;MARIA MARSAL SUBIRATS;Regidor/a;Hisenda i Territori;EPC-MTE-ECG;;6;15/6/2019
4390440003;Municipis;CARLOS GILABERT MANGRANÉ;Regidor/a;Cultural-Igualtat-Salut-Turisme-Espais Verds;JUNTS;;5;15/5/2020
4312120002;Municipis;MARIA ÀNGELS LLOMBART I FERRERES;Alcalde/ssa;Educació-Cultura-Fires-Esports;JUNTS;;1;23/11/2021
4312120002;Municipis;JOSEP MANUEL RAMOS MÚRRIA;Tinent/a d'Alcalde;Governació-Personal-Atenció a la ciutadania-Sanitat-Serveis socials;ERC-AM;;2;23/11/2021
4312120002;Municipis;SAMANTA BENAIGES I MARTÍNEZ;Tinent/a d'Alcalde;Urbanisme-Festes-Associacions-Joventut-Medi Ambient-Presidència;ERC - AM;;3;15/6/2019
4312120002;Municipis;FÈLIX CHORTÓ I SAFONT;Regidor/a;Agricultura-Gestió Forestal-Comunicacions-Àrea Digital;ERC - AM;;4;15/6/2019
2524830008;Municipis;ANNA MACIA MIRALLES;Regidor/a;;EV;;6;22/12/2021
1713520002;Municipis;JOSEP FUENTES JIMÉNEZ;Alcalde/ssa;;JxPM-JUNTS;;1;
8103040003;Comarques;JESUS BENAIGES BORRÀS;Conseller/a;;JUNTS;TIVISSA;15;30/11/2021
2591230008;Municipis;IVAN ALCOLEA MARTÍ;Tinent/a d'Alcalde;;IxGPF-CP;;2;15/6/2019
2591230008;Municipis;ROBERTO MARTÍNEZ PELEGRÍ;Tinent/a d'Alcalde;;PP;;3;15/6/2019
2591230008;Municipis;FRANCISCO DE HARO DE HARO;Tinent/a d'Alcalde;;PP;;4;15/6/2019
2509970005;Municipis;IGNASI LLOVET MAYORA;Regidor/a;;RdG -AM;;7;2/12/2021
814240003;Municipis;MARIA MERCÈ FUENTES PUJOL;Alcalde/ssa;Participació Ciutadana, Telecomunicacions, Salut Pública, Medi Ambient;SOM POBLE;;1;15/6/2019
814240003;Municipis;NURIA ROSA ROSSETTI CARNICÉ ;Tinent/a d'Alcalde;Tresoreria.  Promoció Econòmica, Atenció a les Persones, Igualtat;SOM POBLE;;2;15/6/2019
814240003;Municipis;JOSEP COMELLAS BOIXADER ;Tinent/a d'Alcalde;Urbanisme, Pagesia, ADF i Protecció Civil, Obres i Serveis;SOM POBLE;;3;15/6/2019
814240003;Municipis;JOSEP MARIA PEIXÓ CERAROLS ;Regidor/a;Cultura, Esports, Turisme;SOM POBLE;;4;15/6/2019
814240003;Municipis;ROGER PAGÈS TOMASA ;Regidor/a;Interlocució amb Malanyeu,  Coneixement del Territori;SOM POBLE;;5;15/6/2019
814300000;Municipis;MARIA SAYAVERA SEUBA;Alcalde/ssa;Departament Econòmic;FEM ÒDENA_AM;;1;15/6/2019
814300000;Municipis;RAUL GALÁN SANTANO;Tinent/a d'Alcalde;Departament Econòmic, Departament Serveis Territorials;FEM ÒDENA_AM;;2;15/6/2019
814300000;Municipis;VANESSA GARCIA RIBERA;Tinent/a d'Alcalde;Departament Serveis a les Persones;FEM ÒDENA_AM;;3;15/6/2019
814300000;Municipis;PEPE COPOVÍ ROBLES;Tinent/a d'Alcalde;Departament Serveis Territorials;FEM ÒDENA_AM;;4;15/6/2019
814300000;Municipis;ALBA GALLARDO SOLA;Regidor/a;Departament Serveis a les Persones;FEM ÒDENA_AM;;5;15/6/2019
814300000;Municipis;FRANCISCO GUISADO SANTANO;Regidor/a;;PSC-ÒDENAPROGRÉ;;6;15/6/2019
814300000;Municipis;SANDRA FERNÁNDEZ CUADRA;Regidor/a;;PSC-ÒDENAPROGRÉ;;7;15/6/2019
814300000;Municipis;VALENTÍN ROBLES RODRÍGUEZ;Regidor/a;;PSC-ÒDENAPROGRÉ;;8;15/6/2019
814300000;Municipis;AMPARO HERNÁNDEZ DENGRA;Regidor/a;;PSC-ÒDENAPROGRÉ;;9;15/6/2019
814300000;Municipis;ORIOL ALMIRÓN RUIZ;Regidor/a;;PSC-ÒDENAPROGRÉ;;10;15/6/2019
814300000;Municipis;ANDREU GARCÍA SÁNCHEZ INDEPENDENT;Regidor/a;;OAF;;11;15/6/2019
814450006;Municipis;SEBASTIÀ PRAT GUILAÑA;Alcalde/ssa;Hisenda, Promoció Econòmica, Activitats i Món Rural, Recursos Humans;CUP-AMUNT;;1;15/6/2019
814450006;Municipis;SÍLVIA SUBIRANA PARERA ;Tinent/a d'Alcalde;Educació, Cultura, Comunicació, Urbanisme;CUP-AMUNT;;2;15/6/2019
814450006;Municipis;JORDI (BLAU) MARMI CASALS;Tinent/a d'Alcalde;Manteniment, Brigada, Serveis, Obres;CUP-AMUNT;;3;15/6/2019
814450006;Municipis;JAUME (SANTI) CASACUBERTA COMA;Regidor/a;Esports, Joventut, Festes;CUP-AMUNT;;4;15/6/2019
814450006;Municipis;EMMA BESSA CASTILLO;Regidor/a;Serveis Socials, Igualtat, Medi Ambient;CUP-AMUNT;;5;15/6/2019
814450006;Municipis;JUDIT CARRERAS TORT ;Regidor/a;;ERC-AM;;6;15/6/2019
814450006;Municipis;CARME SELLÉS RUSIÑOL;Regidor/a;;ERC-AM;;7;15/6/2019
814580001;Municipis;LUCAS RAMÍREZ BÚRDALO;Alcalde/ssa;Governació i Relacions Institucionals i Promoció Econòmica;ApO;;1;15/6/2019
814580001;Municipis;ANNA BOADA VIA ;Tinent/a d'Alcalde;Joventut, Gent Gran, Serveis Socials, Cultura i Salut Pública;ApO;;2;15/6/2019
814580001;Municipis;JUAN MANUEL SAMBLAS RODRÍGUEZ ;Tinent/a d'Alcalde;Urbanisme, Energia i Espai Públic;ApO;;3;15/6/2019
814580001;Municipis;MIREIA MANCERA CAÑARDO ;Tinent/a d'Alcalde;Consum, Comerç, Ocupació, Protecció i Tinença d'Animals;ApO;;4;15/6/2019
814580001;Municipis;JORDI CATASUS CORBALAN ;Regidor/a;Gov.Obert,Participació, At.Ciutadana,Comunicació,Serveis Informàtics,Seguretat i P.Civil;ApO;;5;15/6/2019
814580001;Municipis;PERE SADURNÍ ROIG ;Regidor/a;Educació, Adjunt Cultura, Turisme, Igualtat, Diversitat, Drets Humans, Feminisme i LGTBI, Esports;ApO;;6;15/6/2019
814580001;Municipis;FINA MASCARÓ I BUJALDÓN;Regidor/a;;ERC-AM;;7;15/6/2019
814580001;Municipis;MARIA ANTONIA PAJUELO I MORENO;Regidor/a;;ERC-AM;;8;15/6/2019
814580001;Municipis;MARIA CARMEN (MARI) VILLANUEVA PIN;Regidor/a;;JUNTS;;9;15/6/2019
814580001;Municipis;MARTA MESTRE URPI;Regidor/a;;JUNTS;;10;15/6/2019
814580001;Municipis;JOAN LOPEZ FERRER;Regidor/a;;PSC-UNITS-CP;;11;15/6/2019
814610007;Municipis;PEDRO JUAN JUAN;Alcalde/ssa;Alcaldia, Obres i Serveis, Medi Ambient i Promoció Econòmica;PSC-CP;;1;15/6/2019
814610007;Municipis;ROSARIO MARTINEZ VELILLA;Tinent/a d'Alcalde;Gent Gran, Benestar Social, Participació Ciutadana, Cultura, Igualtat i Polítiques LGTBI;PODEMOS;;2;15/6/2019
814610007;Municipis;CARLOS VICO SÁNCHEZ;Tinent/a d'Alcalde;Hisenda, Urbanisme, Esports, Educació Premsa i Publicitat i Cooperació Internacional;PSC-CP;;3;15/6/2019
814610007;Municipis;ESTEFANIA CARRILLO PÉREZ;Tinent/a d'Alcalde;Turisme, Tansport i Mobilitat, Consum, Sanitat i Joventut;PSC-CP;;4;15/6/2019
814610007;Municipis;JOSEP MARIA CURTO I NOGUÉS;Regidor/a;;ERC / ESQUERRA;;5;15/6/2019
814610007;Municipis;VINYET SANTOLARIA I CAMPS;Regidor/a;;ERC / ESQUERRA;;6;15/6/2019
814610007;Municipis;JORDI RAMOS I TARDÀ;Regidor/a;;ERC / ESQUERRA;;7;15/6/2019
814610007;Municipis;MANUEL MATOS GARCÍA;Regidor/a;;Cs;;8;15/6/2019
814610007;Municipis;JAUME CUSCO MARTÍNEZ;Regidor/a;;GOOB - FIC;;9;15/6/2019
814770005;Municipis;MIQUEL RIERA;Alcalde/ssa;Bon Govern i Treanparència, Territori i Planejament Urbanístic;BLOC OLESÀ;;1;15/6/2019
2591230008;Municipis;JOSÉ TORRUELLA JUSTRIBÓ ;Regidor/a;;SOM POBLE;;8;15/6/2019
2591230008;Municipis;DANTE PÉREZ BERENGUER;Alcalde/ssa;;PP;;1;15/6/2019
2591230008;Municipis;EMMA SOLANS PÉREZ ;Regidor/a;;SOM POBLE;;6;15/6/2019
2591230008;Municipis;JUAN PÉREZ SALVADOR;Regidor/a;;PP;;5;15/6/2019
2591230008;Municipis;ANDRÉS GARCÍA MOLINA ;Regidor/a;;SOM POBLE;;9;15/6/2019
2591230008;Municipis;LAIA ALDAVERT DOLCET ;Regidor/a;;SOM POBLE;;7;15/6/2019
814770005;Municipis;FERNANDO DARIO VICENTE BENETTI;Regidor/a;;PSC-CP;;10;15/6/2019
814770005;Municipis;CARLOS FERNÁNDEZ RUIZ;Regidor/a;;PSC-CP;;12;15/6/2019
814770005;Municipis;MARIA LOURDES GARCIA VILA;Regidor/a;;PSC-CP;;13;15/6/2019
814770005;Municipis;JOSÉ PANIELLO LIMIÑANA;Regidor/a;;Cs;;14;15/6/2019
814770005;Municipis;OLGA VANESA CARRASCO RODRÍGUEZ;Regidor/a;;Cs;;15;15/6/2019
814770005;Municipis;CARLOS NAVIA BALDOMÁ;Regidor/a;;Cs;;16;15/6/2019
814770005;Municipis;MIREIA MONFORT I SÒRIA;Regidor/a;;ERC-AM;;17;15/6/2019
811200000;Municipis;FLORY MARTÍNEZ RUIZ;Regidor/a;;CUP - AMUNT;;17;
814770005;Municipis;JORDI PARENT I BELTRAN;Regidor/a;;ERC-AM;;19;15/6/2019
814770005;Municipis;MARC SERRADÓ MESTRES;Regidor/a;;CUP-AMUNT;;20;15/6/2019
811200000;Municipis;EUDALD SELLARÈS VALÈNCIA;Regidor/a;;ERC - JFM - AM;;11;
814830008;Municipis;MARTA VERDEJO SÁNCHEZ;Alcalde/ssa;Govern Obert,Projectes Estratègics, Urbanisme;PSC-CP;;1;15/6/2019
814830008;Municipis;JOSEP MARIA BAYARRI LORENTE;Tinent/a d'Alcalde;Hisenda i Gestió Pressupostària, Relacions Institucionals, Promo.Econòmica i Protocol;PSC-CP;;2;15/6/2019
814830008;Municipis;JORDI MIGALLON SANDOVAL;Tinent/a d'Alcalde;Seguretat Pública, Acció Social, Comunitàriai Igualtat;PSC-CP;;3;15/6/2019
814830008;Municipis;JONAY REGUERA RENTERO;Tinent/a d'Alcalde;Via Pública. Mobilitat, Esports;PSC-CP;;4;15/6/2019
814830008;Municipis;MARINA REY MILÁN;Tinent/a d'Alcalde;Gent Gran, Cultura;PSC-CP;;5;15/6/2019
814830008;Municipis;OSCAR MADERA ALIAS;Tinent/a d'Alcalde;Serveis Tècnics, Joventut;PSC-CP;;6;15/6/2019
814830008;Municipis;MARIO BALDÚ I PIZARRO;Regidor/a;;ERC - AM;;7;15/6/2019
814830008;Municipis;MARIA MERCÈ LEJ I XIMÉNEZ;Regidor/a;;ERC - AM;;8;15/6/2019
814830008;Municipis;JAVIER MORALES MARTÍNEZ;Regidor/a;;CUP-OLIVELLA-AM;;9;15/6/2019
814830008;Municipis;MIGUEL MORALES OYA;Regidor/a;;ixO;;10;15/6/2019
814830008;Municipis;JAUME CAROL I ROLDÁN;Regidor/a;;JUNTS;;11;15/6/2019
814960009;Municipis;JOSEP MARIA FREIXANET I MAYANS;Alcalde/ssa;Promoció Local;OiSC - AM;;1;15/6/2019
814960009;Municipis;GIL SALVANS I MUNS;Tinent/a d'Alcalde;Planificació Territorial, Comunicació, Participació;OiSC - AM;;2;15/6/2019
814960009;Municipis;RAMON AMBRÓS I SOLANELLAS;Tinent/a d'Alcalde;Cultura, Fires i Festes;OiSC - AM;;3;15/6/2019
814960009;Municipis;RICART MESQUIES I CALL;Tinent/a d'Alcalde;Cultura, Fires i Festes;OiSC - AM;;4;15/6/2019
814960009;Municipis;PERE MARTÍ I GRAU;Regidor/a;Serveis a la Ciutadania, Comunicació i Participació, Fires, Festes;OiSC - AM;;5;15/6/2019
814960009;Municipis;CÈLIA SOLDEVILA I VALL;Regidor/a;Serveis a la Ciutadania, Fires i Festes;OiSC - AM;;6;15/6/2019
814960009;Municipis;JOSEP CALVERAS PERARNAU;Regidor/a;Planificació Territorial;OiSC - AM;;7;15/6/2019
814960009;Municipis;MERITXELL TRIGO I GABASA;Regidor/a;Promoció Local, Fires i Festes;OiSC - AM;;8;15/6/2019
814960009;Municipis;MARIA LUISA JIMENEZ AGUILERA;Regidor/a;Serveis a la Ciutadania, Comunicació i Participació, Fires i Festes;OiSC - AM;;9;15/6/2019
815090004;Municipis;ARNAU BASCO CIRERA;Alcalde/ssa;Governació, Sanitat, Noves Tecnologies, Urbanisme, Benestar Social, Promoció Econòmica;JxCAT - JUNTS;;1;15/6/2019
815090004;Municipis;NÚRIA MORENO VALLBONA;Tinent/a d'Alcalde;Hisenda, Educació, Igualtat;JxCAT - JUNTS;;2;15/6/2019
815090004;Municipis;MARINA COMAS OLLER;Tinent/a d'Alcalde;Medi Ambient, Joventut;JxCAT - JUNTS;;3;15/6/2019
815090004;Municipis;PERE CROUS SERRA;Tinent/a d'Alcalde;Manteniment, Serveis;JxCAT - JUNTS;;4;15/6/2019
815090004;Municipis;JAUME TONEU TONEU;Regidor/a;Obres Públiques, Pagesia;JxCAT - JUNTS;;5;15/6/2019
815090004;Municipis;IOLANDA SERRABASSA BOU;Regidor/a;Cultura, Turisme;JxCAT - JUNTS;;6;15/6/2019
815090004;Municipis;IRIA TONEU I SOLER;Regidor/a;;IpO - AM;;7;15/6/2019
815160009;Municipis;MARC SUCARRATS SABATÉS;Alcalde/ssa;Alcaldia, Urbanisme, Infraestructures i Noves Tecnologies;JxCAT-JUNTS;;1;15/6/2019
815160009;Municipis;CATALINA BRUCH PUIG ;Tinent/a d'Alcalde;Cultura, Turisme i Benestar Social;JxCAT-JUNTS;;2;15/6/2019
815160009;Municipis;JOAN GRAU LLADÓ;Tinent/a d'Alcalde;Hisenda i Esports;JxCAT-JUNTS;;3;15/6/2019
815160009;Municipis;JOSEP ROCADEMBOSCH BRUCH;Regidor/a;Treball, Indústria i Sanitat;JxCAT-JUNTS;;4;15/6/2019
815160009;Municipis;JOSEP CABANAS BOADA ;Regidor/a;Agricultura, Ramaderia i Camins Rurals;JxCAT-JUNTS;;5;15/6/2019
815160009;Municipis;ANA PONS MAS ;Regidor/a;Medi Ambient i Habitatge;JxCAT-JUNTS;;6;15/6/2019
